point_id,year,n_obs,ndvi_mean,ndvi_max,ndvi_min,ndvi_std,ndvi_slope,ndvi_drop
"102054,180127",2023,32,0.3150796884375,0.45839167,0.18077183,0.07065503013559579,0.0008265294482037225,0.16756629999999995
"102054,180127",2024,30,0.29828151533333336,0.36155203,0.19018404,0.04372982338004463,0.0004947125869434434,0.06695743000000004
"102054,180128",2022,36,0.32976710944444443,0.5331212,0.24820378,0.07132916359864565,0.0007236129070327192,0.22071037
"102054,180128",2023,32,0.3074319425,0.41327348,0.13437626,0.06679415655320738,0.0007562543105085435,0.10469768000000002
"102054,180128",2024,32,0.27238651062499997,0.3645485,0.17715715,0.048760552161289654,0.00017885409585891916,0.08732444
"102054,180129",2022,36,0.31227927194444444,0.47508925,0.18826406,0.06378773933822596,0.0006307167300488906,0.21513608
"102054,180129",2023,32,0.31154996043750005,0.4367778,0.104513064,0.0999108819629237,0.001018792204219667,0.19473958
"102054,180129",2024,32,0.271099755625,0.38071597,0.11509591,0.06962863355995429,0.0005112038925323683,0.1058096
"102054,180130",2022,35,0.22972731442857147,0.31800765,0.09403586,0.06236480015336523,0.0006965616421399126,0.12921027999999998
"102054,180130",2023,32,0.2503204431875,0.3737014,0.07920406,0.09604732244133811,0.0011198188644192249,0.054500400000000004
"102054,180130",2024,32,0.251453015625,0.32612154,0.080073126,0.07079316482739927,0.0007226199019730015,0.08330168999999998
"102054,180131",2022,35,0.3383648571428571,0.47901398,0.23368841,0.05899934230250424,0.0005010679528316626,0.20187280000000002
"102054,180131",2023,32,0.3268337940625,0.45037138,0.18622175,0.07499115613464051,0.000721492889075076,0.13260655999999998
"102054,180131",2024,32,0.2835676040625,0.4039653,0.1785174,0.05497049784560168,0.000141624999129647,0.16386287000000002
"102054,180132",2022,35,0.328881658,0.48393255,0.215395,0.05800489561210713,0.00045857377575260293,0.20729023000000002
"102054,180132",2023,32,0.3248249178125,0.44360903,0.15102357,0.08149635757444865,0.000714092010815752,0.16135919000000004
"102054,180132",2024,33,0.2647222507575757,0.46205223,0.080173075,0.07868848560625223,0.00026333657605681187,0.24338326000000002
"102054,180133",2022,36,0.3100346005555556,0.44707742,0.22200133,0.05446183068423166,0.0003438345798418306,0.21565492
"102054,180133",2023,32,0.32323131018749995,0.46687022,0.119373776,0.09980001494940725,0.0009637450426689013,0.19608302
"102054,180133",2024,32,0.24872786531250002,0.41597286,0.12572856,0.06396716636243609,1.7824876497005737e-05,0.21293928
"102055,180122",2022,37,0.40144623243243244,0.5615978,0.26827675,0.06994681125931167,0.0006278591234250798,0.22699342000000006
"102055,180122",2023,32,0.38455937500000004,0.48070043,0.2634946,0.04499604627267552,0.0003209628252164428,0.08890676000000003
"102055,180122",2024,30,0.3438724963333334,0.4033195,0.2925129,0.03463528485469402,-0.00012145346503924799,0.04090337999999999
"102055,180123",2022,37,0.3695629345945946,0.5360116,0.19560741,0.08283168442598728,0.000799190692126751,0.23229360000000004
"102055,180123",2023,32,0.3772991753125,0.46175426,0.26894915,0.044195395103576535,0.0003240595386193419,0.11463970000000001
"102055,180123",2024,29,0.3342020727586207,0.3977184,0.27741936,0.03295344564294782,-0.0002000549659585517,0.06252062000000003
"102055,180124",2022,36,0.26136916888888884,0.3529228,0.17355372,0.04443536358317262,0.0003701085326814592,0.13339269999999998
"102055,180124",2023,32,0.2677968678125,0.32634178,0.20065898,0.032337088769656276,0.00029101500075659503,0.10480969000000004
"102055,180124",2024,29,0.23587828103448277,0.29837704,0.19226119,0.0283557854298164,-0.0002145842929794288,0.07622805999999999
"102055,180125",2022,36,0.24493746194444446,0.31785196,0.16112694,0.03739023575979971,0.00024513638578412943,0.12591919
"102055,180125",2023,33,0.2347746927272727,0.3553719,0.11543716,0.06102232935340037,0.0007281843663094501,0.0
"102055,180125",2024,29,0.22068176896551722,0.3187928,0.15144767,0.042566060315368165,-5.1624374791918196e-05,0.13503362
"102055,180126",2022,36,0.4055679813888889,0.5303728,0.3001346,0.0621635301206455,0.00041350111237307264,0.16564959999999995
"102055,180126",2023,33,0.42774265606060613,0.5756501,0.20044135,0.10046784844019829,0.001006343562341626,0.26951240000000004
"102055,180126",2024,29,0.3850384572413793,0.54679805,0.193265,0.0789952024178658,0.0008731205547427417,0.1971873
"102055,180127",2022,36,0.3084417972222222,0.418757,0.16817865,0.07183890870189515,0.0003354316695374199,0.21699368
"102055,180127",2023,33,0.28299379918181816,0.3936153,0.104477614,0.08007688818934565,0.0008069949372811567,0.1859827
"102055,180127",2024,29,0.2829295693103448,0.37286732,0.12417219,0.07179915053996798,0.0006131805539944099,0.10830945000000003
"102055,180128",2022,36,0.27940426222222225,0.42366865,0.21698739,0.047848466618418815,0.00037330967777359907,0.18608117999999998
"102055,180128",2023,32,0.2562652409375,0.35296395,0.13540912,0.04809054600245739,0.0005841337705232691,0.0
"102055,180128",2024,31,0.2373779922580645,0.35779816,0.18025751,0.04347778331353899,-0.00020244755779556418,0.11878421999999997
"102055,180129",2022,36,0.3450250630555556,0.5366086,0.21395841,0.08068081510866948,0.0008045403278300111,0.2527598
"102055,180129",2023,32,0.34399031281250003,0.48662233,0.13376835,0.09332011410109686,0.0009772589775408134,0.2435743
"102055,180129",2024,32,0.28274297312499996,0.43064907,0.1387987,0.07264107164177068,0.00031623738454612614,0.16799847
"102055,180130",2022,35,0.2439352971428571,0.33591482,0.1341108,0.052544708938900606,0.000468283345689503,0.14225172
"102055,180130",2023,32,0.249767505625,0.35088873,0.09661437,0.07496506569454227,0.0008415550894051339,0.06565762999999997
"102055,180130",2024,32,0.2477034634375,0.39590853,0.15500794,0.05266817750602674,5.161725572182315e-05,0.19030852999999998
"102055,180131",2022,35,0.30637085142857146,0.44843492,0.14686824,0.0794676247428275,0.0008755677584539646,0.1900323
"102055,180131",2023,32,0.3008879984375,0.4139659,0.11610793,0.09456305317438896,0.0009670039687104883,0.11744157999999999
"102055,180131",2024,32,0.28701939125,0.41079083,0.18459606,0.053130719359431366,0.00025191172628887356,0.13264252999999998
"102055,180132",2022,35,0.3016405082857143,0.4238173,0.19917865,0.0535278991162919,0.0004177469934165537,0.18170457
"102055,180132",2023,32,0.30905039624999997,0.42789277,0.11137441,0.09909003592069734,0.0008835221695280171,0.17365546999999998
"102055,180132",2024,33,0.25556077787878784,0.40818268,0.09394851,0.06537951225771896,0.0002441803028580048,0.17054175000000002
"102055,180133",2022,36,0.2575891691666667,0.35532826,0.16064401,0.04516085682007812,0.0004035242892478548,0.14442536
"102055,180133",2023,32,0.26726769693749997,0.38114884,0.092014596,0.08898659654324058,0.0009388287496057079,0.14122711999999998
"102055,180133",2024,33,0.2301237015151515,0.37102246,0.080441,0.05804850128589055,0.0001913090715951684,0.16347529
"102056,180122",2022,37,0.27751664297297296,0.38259834,0.20543388,0.0453879845973033,0.00015596355081201884,0.16450936
"102056,180122",2023,32,0.271832973125,0.3628982,0.1827957,0.04720756761242838,0.00042184867687308005,0.11961569999999999
"102056,180122",2024,28,0.24498076749999997,0.31330264,0.2050107,0.026851243543426658,-0.00012893549259092893,0.10089061000000002
"102056,180123",2022,37,0.2947129424324325,0.4369519,0.20759194,0.05396385781743797,0.0005382634880405198,0.18146141999999998
"102056,180123",2023,33,0.2885047272727273,0.42499593,0.16085722,0.06528990268410512,0.0007175355380981904,0.07430559000000003
"102056,180123",2024,29,0.28227936896551725,0.36050954,0.19538519,0.04182842050381826,0.00025436292452542014,0.0800825
"102056,180124",2022,36,0.3095259177777778,0.4193947,0.18680641,0.05686331210609019,0.00032585125648740135,0.1838032
"102056,180124",2023,33,0.28105178,0.39895552,0.1176,0.07613688891411968,0.0007605752394237299,0.20026058000000002
"102056,180124",2024,29,0.28198222724137934,0.40318438,0.12620544,0.06844166825283184,0.0004976647007742936,0.15382143
"102056,180125",2022,36,0.22317221750000002,0.31239292,0.113915175,0.05739465434054971,0.00012682476098157205,0.16547349000000003
"102056,180125",2023,33,0.206784588,0.3013366,0.068745,0.06910242937255767,0.0007797635279721313,0.06313350000000001
"102056,180125",2024,29,0.2321272891724138,0.3292047,0.093709886,0.0659137598197613,0.0004694437940164019,0.11546703000000003
"102056,180126",2022,36,0.3193813747222222,0.43824703,0.15914832,0.07801795827671075,0.0005674496644227153,0.21697518999999998
"102056,180126",2023,34,0.2857521445588236,0.39576828,0.112426035,0.08027562590856281,0.0008647458982856824,0.09548446
"102056,180126",2024,29,0.2825549255172414,0.4469394,0.12031048,0.07975207478472812,0.0003985967066234972,0.19659687999999997
"102056,180127",2022,36,0.32121187472222223,0.43878657,0.18219177,0.06942799494091216,0.0004300071585182398,0.21341095
"102056,180127",2023,34,0.2785757017647058,0.39193654,0.11744584,0.07702086305472401,0.0006908853262415309,0.18291494
"102056,180127",2024,29,0.28267717068965514,0.46961498,0.1336478,0.0817449726220211,0.0002400218075260767,0.22120258
"102056,180128",2022,36,0.2509694336111111,0.3261626,0.16930327,0.03701061860871884,0.0002181893611132004,0.12468157000000002
"102056,180128",2023,33,0.2234533181818182,0.27390102,0.12815884,0.042945149655724615,0.00045302203973738756,0.008503470000000013
"102056,180128",2024,30,0.2257723836666667,0.3544018,0.17847992,0.04634932641659621,-0.00034239904972628766,0.15525833
"102056,180129",2022,36,0.28489327305555556,0.41001615,0.1589669,0.06493288664041506,0.0005502819939450919,0.18239467000000004
"102056,180129",2023,32,0.28734604046874995,0.41871268,0.105901375,0.08029712322229701,0.0008823848321171965,0.16664968000000002
"102056,180129",2024,32,0.26405232999999995,0.4087321,0.19642162,0.0519060693944537,-0.0002092291757813667,0.18873615
"102056,180130",2022,35,0.2785891448571428,0.40110785,0.16836734,0.056094818779503355,0.00048679805208150153,0.1757914
"102056,180130",2023,32,0.2817488575,0.4126246,0.10678035,0.08172618234552835,0.0008272509573209438,0.16512183
"102056,180130",2024,32,0.26665810718750005,0.39800835,0.17381138,0.05236212541711018,-1.3430771013027147e-06,0.16468850000000002
"102056,180131",2022,35,0.27377388942857145,0.38828918,0.16098276,0.05577802233810973,0.000526687074850065,0.15713022000000001
"102056,180131",2023,32,0.2810618078125,0.40106952,0.11247948,0.08743654108818305,0.0007849718293142411,0.17437216000000003
"102056,180131",2024,32,0.27119838374999994,0.3918616,0.15308933,0.054983735220378506,0.0001855085617080537,0.13717846
"102056,180132",2022,35,0.25556683057142854,0.33736154,0.15850987,0.04162013663093369,0.0004415696354294866,0.10685192000000002
"102056,180132",2023,32,0.25252978543750004,0.35001603,0.09143092,0.08025300282037981,0.0007896471306552926,0.12989024999999998
"102056,180132",2024,32,0.22881223437499998,0.36512572,0.12736948,0.05051460370848742,3.45723878048627e-05,0.14534076999999998
"102056,180133",2022,36,0.23679807694444444,0.30668458,0.1348228,0.044129172721990885,0.00042990887245498895,0.09988003999999998
"102056,180133",2023,31,0.2396447735483871,0.32519913,0.08488964,0.08027715528620019,0.0009248056973493716,0.08771119999999999
"102056,180133",2024,32,0.22252261125,0.35622317,0.06860902,0.0553375083221616,6.345164689797681e-05,0.15168802999999997
"102057,180122",2022,36,0.29026514805555553,0.44834244,0.1609567,0.07555234927615377,0.0008199536834900339,0.21069033
"102057,180122",2023,33,0.24180529745454546,0.33811542,0.09652208,0.07217587226584601,0.0007907435868272667,0.13765724
"102057,180122",2024,29,0.2159292439310345,0.32928312,0.123512514,0.050406971829468676,4.06031448970586e-05,0.13718652999999997
"102057,180123",2022,36,0.23554032999999996,0.33175835,0.15949188,0.04129079360421259,0.00036910792688980815,0.15330717
"102057,180123",2023,33,0.204990442,0.26916695,0.087466866,0.05031971234517962,0.0005768712534053673,0.015992950000000006
"102057,180123",2024,29,0.20742715827586208,0.3315422,0.15363425,0.042956937192594684,-0.00010635545379434635,0.12265331000000002
"102057,180124",2022,36,0.30831874333333337,0.4228792,0.14649244,0.07854922695816247,0.0005497504288454306,0.20928374000000002
"102057,180124",2023,33,0.2624999113636363,0.3834784,0.09768537,0.07959241514817579,0.0008694964743601099,0.1597942
"102057,180124",2024,29,0.28266431310344825,0.42555332,0.12136326,0.07633229437855998,0.0005525344509384687,0.1590606
"102057,180125",2022,36,0.23705095472222226,0.32387707,0.12658228,0.05559356622997608,0.00013574024798796518,0.1550459
"102057,180125",2023,33,0.21310245515151516,0.28466293,0.07496136,0.06410941583221406,0.0007066031220736281,0.08494722999999998
"102057,180125",2024,29,0.23454639862068966,0.3952751,0.10666667,0.06961625401619741,0.00026352982577620293,0.1864262
"102057,180126",2022,36,0.24572358861111113,0.33374423,0.10010764,0.06776466832440889,0.0003978097218879275,0.16684281999999998
"102057,180126",2023,33,0.22500760633333333,0.3100182,0.074059084,0.07280809891691144,0.0008778176049036107,0.0
"102057,180126",2024,29,0.25160138582758623,0.3893177,0.09965338,0.07507763148179805,0.00047694011058201845,0.15980313
"102057,180127",2022,36,0.30007442694444436,0.3869285,0.14520909,0.07733274429952249,0.0004744144885671304,0.17424433
"102057,180127",2023,34,0.2664341573529412,0.3545966,0.08196721,0.0816736337034715,0.0008227403380612017,0.14768995
"102057,180127",2024,30,0.2772454826666667,0.41217697,0.13195796,0.071499017173086,0.000366692361259705,0.15499356999999997
"102057,180128",2022,36,0.22801639527777784,0.29063252,0.09645609,0.05106577490550993,0.00037219020263256844,0.10198175000000001
"102057,180128",2023,33,0.21128542030303032,0.2991453,0.0900474,0.05805229027359905,0.0006706037917242572,0.0
"102057,180128",2024,30,0.2242379953333333,0.3239766,0.12061175,0.04974768524002765,0.00018923536173844288,0.11575558
"102057,180129",2022,36,0.31084118250000004,0.4290271,0.1526371,0.07578671290944798,0.0008031202080857466,0.16357721999999997
"102057,180129",2023,32,0.31638494549999996,0.4429606,0.10128496,0.103174692126376,0.0012015032518790463,0.16920534999999998
"102057,180129",2024,31,0.2717635738709678,0.3731167,0.14297386,0.057836733409257095,0.0004168855838267769,0.08715810000000002
"102057,180130",2022,35,0.2907087025714286,0.4239609,0.15627293,0.0672350229927154,0.0007128494327101523,0.18054610999999998
"102057,180130",2023,32,0.29738514668750005,0.42248836,0.09488481,0.09471098468309043,0.0010285917990991958,0.15249210000000002
"102057,180130",2024,32,0.26998454781250003,0.3881683,0.15608263,0.051326256332334175,0.00017173156010540298,0.13575452000000005
"102057,180131",2022,35,0.2947133651428571,0.42345008,0.17208622,0.06500659975567626,0.0006537734162026995,0.17640629
"102057,180131",2023,32,0.29997951609375,0.4271861,0.111467525,0.09682573316851398,0.0009216355279711585,0.17865307000000002
"102057,180131",2024,31,0.2923044483870968,0.385105,0.18262208,0.05271834962357121,0.0003769893898539384,0.09700883999999999
"102057,180132",2022,35,0.24674379485714287,0.34528846,0.17129463,0.04073477023427082,0.00039070393024868565,0.12875170000000002
"102057,180132",2023,32,0.23510813375,0.31266665,0.11609603,0.05546828982325339,0.0005871669388173765,0.06570615999999999
"102057,180132",2024,32,0.21764354875000003,0.32063076,0.16891892,0.04200963858448616,-0.0003865199460682081,0.12190770000000001
"102057,180133",2022,35,0.25751126057142865,0.3399453,0.15308005,0.047632884493547585,0.0004410801533630268,0.12290676
"102057,180133",2023,32,0.25672313500000005,0.3514431,0.08259958,0.08376446317997419,0.000913614840388961,0.10956584
"102057,180133",2024,32,0.2267599560625,0.3854968,0.083987914,0.05922362371805618,-4.638538906369113e-05,0.18189318999999998
"102058,180122",2022,36,0.2613048955555555,0.3882427,0.1319896,0.06584247769282024,0.0007275049791274916,0.17210437
"102058,180122",2023,33,0.22453979954545453,0.30969268,0.08010148,0.06813148553435942,0.000735034217754554,0.09199768
"102058,180122",2024,29,0.20898995558620687,0.3372781,0.106313646,0.055254513838076995,7.762237787786982e-05,0.15797518000000002
"102058,180123",2022,36,0.27478913361111107,0.41707557,0.20834833,0.053393908124182994,0.0002604168077096651,0.20872724
"102058,180123",2023,33,0.2312981315151515,0.30356547,0.13526192,0.04159755679650204,0.00027622069426977224,0.06448331000000002
"102058,180123",2024,29,0.22769544172413791,0.38880166,0.14733747,0.06232478950440246,-0.00045567011377693653,0.19666852999999998
"102058,180124",2022,36,0.26130856416666665,0.34558228,0.1275441,0.06201863592425692,0.00040029595983452425,0.15644816000000003
"102058,180124",2023,32,0.233957198875,0.3042917,0.093475774,0.06596087407739581,0.000744594705010283,0.04782769999999997
"102058,180124",2024,29,0.2463021479310345,0.3933251,0.10661157,0.0740478431955391,0.0003404872675667006,0.18275905999999997
"102058,180125",2022,36,0.2758622569444444,0.3646639,0.1565365,0.058276752991245476,0.00021279800752162464,0.16864029
"102058,180125",2023,33,0.24342023739393942,0.32011512,0.100889064,0.06303694686626438,0.0006081013520680188,0.12629119999999996
"102058,180125",2024,29,0.25721021413793105,0.4295569,0.15789473,0.06462999853100194,5.0197250278714956e-05,0.20679388
"102058,180126",2022,36,0.20674897972222225,0.2863274,0.08790436,0.056010001581881116,0.00023135782459571253,0.1501896
"102058,180126",2023,34,0.19366877058823528,0.2697299,0.06379708,0.05874542868016603,0.0006766354180142955,0.0
"102058,180126",2024,29,0.22600925996551724,0.3393374,0.0852583,0.06634225702809152,0.0004078858336840818,0.12987537000000002
"102058,180127",2022,36,0.28410618444444447,0.3898691,0.13739468,0.07320891733367917,0.0003363786003760812,0.20179289000000003
"102058,180127",2023,34,0.24143139602941174,0.32662755,0.07960369,0.07480109612664436,0.0007323860321923165,0.13853897999999998
"102058,180127",2024,30,0.2576798866666667,0.38878843,0.12397696,0.06738572674211464,0.00034000561455362933,0.1548623
"102058,180128",2022,36,0.20045065222222222,0.27885598,0.08509017,0.047868803136790775,0.00033662666726588943,0.11165683000000001
"102058,180128",2023,34,0.178971505,0.26534858,0.06638001,0.056761852420835014,0.0006851852513104015,0.0
"102058,180128",2024,30,0.19449001446666664,0.2992661,0.09352518,0.052645223068637254,0.0002228210397269113,0.11910177999999999
"102058,180129",2022,36,0.2917922472222222,0.42685625,0.17681924,0.0604340890185397,0.0006894206968033094,0.1659584
"102058,180129",2023,33,0.283731042,0.3988237,0.12258065,0.08222254722844316,0.0009047460617542041,0.09020462000000001
"102058,180129",2024,31,0.25261185999999997,0.35199004,0.18607955,0.03771889699916561,0.00012307695819951828,0.09495166
"102058,180130",2022,35,0.28878224971428573,0.41050646,0.1567897,0.06771783288003717,0.0007435465269100783,0.15152258000000002
"102058,180130",2023,32,0.3031303448125,0.4415945,0.09104046,0.10343753006282942,0.0011599476048503314,0.16769952999999999
"102058,180130",2024,32,0.2772145459375,0.37235367,0.16970138,0.04314215158172464,0.00017503774885803652,0.11272727000000005
"102058,180131",2022,35,0.28108086942857136,0.40542275,0.16345817,0.06004545107314106,0.0006008061965363648,0.17020263
"102058,180131",2023,32,0.2989236046875,0.4432161,0.10436433,0.09953377484974234,0.0010596456402061595,0.15913777
"102058,180131",2024,31,0.2816335619354839,0.3864492,0.18075912,0.04592245773325758,0.00021368321068075094,0.12653389999999998
"102058,180132",2022,35,0.25485852942857146,0.36400542,0.15800788,0.05200352682477031,0.0005214044993944008,0.14455910000000002
"102058,180132",2023,32,0.25069081503125,0.34634802,0.11059008,0.07302047842874376,0.0007784884850199307,0.11127339999999997
"102058,180132",2024,31,0.24629489258064516,0.30176806,0.18037416,0.030829559154794926,0.00010097379866979664,0.05340961999999999
"102058,180133",2022,35,0.2547858977142858,0.3433039,0.14882699,0.0504113296276542,0.0004810671828517843,0.13136561
"102058,180133",2023,32,0.25809332659375,0.36286202,0.072329685,0.0905256977246497,0.0009962404207367918,0.11286202000000001
"102058,180133",2024,32,0.22650039,0.39102146,0.09911097,0.0581145664069138,6.630604235157751e-05,0.19120147999999998
"102059,180122",2022,37,0.31236507729729734,0.4522494,0.19070081,0.07227881180760412,0.0006604688130746613,0.22234907
"102059,180122",2023,33,0.2631735684848485,0.34546658,0.11028037,0.07088392980921412,0.0006959180030407702,0.12187758000000001
"102059,180122",2024,29,0.25914311931034484,0.40113553,0.15241936,0.0683835275928153,0.00019762696268849767,0.17972256000000003
"102059,180123",2022,37,0.27834873513513514,0.39829168,0.18971276,0.04733064602591614,0.0004189797614847296,0.16742096999999997
"102059,180123",2023,32,0.2478053159375,0.33723578,0.11867028,0.0584395814231791,0.0005934331876101257,0.12551416999999998
"102059,180123",2024,30,0.24559855833333336,0.3678392,0.16826266,0.04901398282347362,-0.0002725452116779862,0.15974019999999997
"102059,180124",2022,37,0.23673819864864867,0.33406472,0.13166036,0.052987447219432465,0.0001879327975152534,0.16954857999999998
"102059,180124",2023,33,0.22295414139393938,0.2881156,0.07873716,0.062296335247917854,0.0006785086139580196,0.052168590000000015
"102059,180124",2024,30,0.24249855733333334,0.37873667,0.12844425,0.061960379524304075,0.00012232350162717678,0.17983299
"102059,180125",2022,37,0.255946892972973,0.3536036,0.1254888,0.06472284961352687,0.0002892240646849878,0.17897008000000003
"102059,180125",2023,33,0.23350564121212122,0.30416542,0.07716049,0.06697236477907756,0.0006841712679715409,0.08965829000000003
"102059,180125",2024,29,0.25219461655172415,0.3936596,0.1489022,0.06148639916050049,0.00010423931205424616,0.1855957
"102059,180126",2022,36,0.21077100777777777,0.30565166,0.1020155,0.05138273343500687,0.0001854189228281306,0.15905635999999998
"102059,180126",2023,34,0.19382347117647059,0.26406428,0.06666667,0.056936894704057835,0.0005962212141687143,0.050982679999999975
"102059,180126",2024,29,0.21586472379310345,0.33095178,0.093292214,0.06202116354064851,0.00029735598458742484,0.13633994999999996
"102059,180127",2022,36,0.24205456055555555,0.32124645,0.09625,0.06374947800397035,0.0004111927730349754,0.13599005000000003
"102059,180127",2023,34,0.21866458467647057,0.29124004,0.0782906,0.06869325829117559,0.0007341555270065521,0.060843429999999976
"102059,180127",2024,30,0.2330820101333333,0.3531259,0.105438404,0.0657541417649993,0.0004032484978373543,0.14399215999999998
"102059,180128",2022,36,0.21084698372222221,0.2968877,0.09090909,0.05274148305917445,0.0002846647879052274,0.13282099999999997
"102059,180128",2023,33,0.19213333545454547,0.2615626,0.06316977,0.06378099758703974,0.0007381417295190862,0.018613889999999966
"102059,180128",2024,30,0.21357909636666667,0.32046935,0.08778328,0.06044309089823805,0.0003251079638532146,0.11822565999999998
"102059,180129",2022,36,0.2621215805555555,0.3749243,0.15486993,0.05327568586512153,0.0006258780263632945,0.12302518000000001
"102059,180129",2023,32,0.25433146124999995,0.3329294,0.12557386,0.06257044504896066,0.0007665328693020543,0.03425684000000001
"102059,180129",2024,32,0.22690520749999998,0.32893553,0.17264499,0.029955937838316585,-0.00014734310952646732,0.11080328999999997
"102059,180130",2022,35,0.289139364,0.4369538,0.16768086,0.0683979658435268,0.0006917069333450544,0.19140865
"102059,180130",2023,32,0.3029477434375,0.44992673,0.11015119,0.10099529999073817,0.0010553158755630032,0.17912381
"102059,180130",2024,33,0.2612223806060606,0.3680662,0.17669033,0.03930915536340773,9.515899166850395e-05,0.13366742
"102059,180131",2022,35,0.2832755422857142,0.43456164,0.1776406,0.06068474113153064,0.0006261980884467364,0.18589769000000003
"102059,180131",2023,32,0.2992098845,0.44866294,0.104197904,0.09852058701914217,0.0010644630608068653,0.1734404
"102059,180131",2024,31,0.2680475516129033,0.39022112,0.17238778,0.04105061292728692,9.206565837245682e-05,0.15850441999999998
"102059,180132",2022,35,0.27593508228571434,0.4080422,0.15051842,0.0659046082477189,0.0007489803519701495,0.15661553
"102059,180132",2023,32,0.27710889715625,0.4062293,0.100231305,0.09264603443776266,0.0009729974874623607,0.17333211
"102059,180132",2024,31,0.2529844183870968,0.3321513,0.13670613,0.04886436964481915,0.0004533922263562853,0.08556555999999998
"102059,180133",2022,35,0.26305647200000004,0.36214802,0.15661791,0.0520519134253838,0.0005240669851530599,0.13727077000000001
"102059,180133",2023,32,0.26481796456249995,0.36384743,0.08739428,0.08781623565384825,0.00095400413867926,0.11918467000000002
"102059,180133",2024,31,0.22137972903225808,0.36211342,0.13842282,0.047744285834744556,3.2784311137193134e-05,0.15213967000000003
"102060,180122",2022,37,0.2962768908108108,0.4232902,0.151622,0.08222832059730967,0.0007621863065228843,0.20144489000000002
"102060,180122",2023,33,0.26237901545454545,0.3576741,0.09338843,0.08395763529338164,0.0008873576636081837,0.15164747
"102060,180122",2024,29,0.2857876593103448,0.42802304,0.18804483,0.05622858407798996,0.0002690208596101464,0.18480073000000002
"102060,180123",2022,37,0.2653220505405406,0.38422713,0.15276347,0.05319048012557825,0.0005110006648226515,0.16867719999999997
"102060,180123",2023,33,0.23519635115151513,0.33886406,0.090222724,0.06766145447405932,0.0007216978140583948,0.12642494
"102060,180123",2024,30,0.2533829576666667,0.35423198,0.17141876,0.046321837500551265,-0.0004284110419442051,0.16311746
"102060,180124",2022,37,0.2679551545945946,0.3957065,0.17258176,0.05267533364661365,0.0004392770896514215,0.17640534000000002
"102060,180124",2023,33,0.24440373606060606,0.3742652,0.10359869,0.06657383786178271,0.0007581216796268414,0.13379214000000003
"102060,180124",2024,30,0.25249148899999996,0.39974457,0.18426502,0.05006033149985334,-0.00011235742966898395,0.19311996000000003
"102060,180125",2022,37,0.262291922972973,0.3614536,0.14689265,0.056548660866087994,0.00041300022461292685,0.14820856999999998
"102060,180125",2023,33,0.24225035260606062,0.33311388,0.07808765,0.0710326730014749,0.0007786498130015057,0.07792639999999995
"102060,180125",2024,30,0.25413235033333337,0.3941857,0.14043276,0.06002442856308263,0.0001662432170849967,0.16976064000000002
"102060,180126",2022,37,0.24054874675675686,0.3431517,0.12254902,0.056105855245042434,0.00021430326227502158,0.15960352
"102060,180126",2023,33,0.22766640845454544,0.30416024,0.081167534,0.0693045064295501,0.0007173208735010188,0.09804818000000001
"102060,180126",2024,30,0.24603377766666665,0.406181,0.13596673,0.06048423923674859,9.250825473013772e-05,0.18469404
"102060,180127",2022,36,0.22078058958333333,0.3144543,0.11332008,0.0517628787667396,0.00014571155285821722,0.15255552000000003
"102060,180127",2023,33,0.2107004252121212,0.28066528,0.065242276,0.06314109814726201,0.0006767320202225965,0.02998221000000001
